frac,H/L,sigma_lb1,sigma_ub1,sigma_lb2,sigma_ub2
0.9,9.5,0.0,0.5,0.0,0.5
0.9,10.0,0.0,0.5,0.0,0.5
1.0,1.5,,,,
1.0,2.0,,,0.0,0.07633877706038739
1.0,2.5,,,0.0,0.21509611215493568
1.0,3.0,,,0.0,0.30033831077928136
1.0,3.5,0.0,0.18772241992882563,0.0,0.35801955990220047
1.0,4.0,0.0,0.5,0.0,0.39964640511870686
1.0,4.5,0.0,0.5,0.0,0.4311026531668022
1.0,5.0,0.0,0.5,0.0,0.45570995785036883
1.0,5.5,0.0,0.5,0.0,0.4754855378036467
1.0,6.0,0.0,0.5,0.0,0.49172525689561924
1.0,6.5,0.0,0.5,0.0,0.5
1.0,7.0,0.0,0.5,0.0,0.5
1.0,7.5,0.0,0.5,0.0,0.5
1.0,8.0,0.0,0.5,0.0,0.5
1.0,8.5,0.0,0.5,0.0,0.5
1.0,9.0,0.0,0.5,0.0,0.5
1.0,9.5,0.0,0.5,0.0,0.5
1.0,10.0,0.0,0.5,0.0,0.5
